obd_id,obd_code,obd_description
1119,P0930,Gear Shift Lock Solenoid Control Circuit Low
1120,P0931,Gear Shift Lock Solenoid Control Circuit High
1121,P0932,Hydraulic Pressure Sensor Circuit
1122,P0933,Hydraulic Pressure Sensor Range/Performance
1123,P0934,Hydraulic Pressure Sensor Circuit Low
1124,P0935,Hydraulic Pressure Sensor Circuit High
1125,P0936,Hydraulic Pressure Sensor Circuit Intermittent
1126,P0937,Hydraulic Oil Temperature Sensor Circuit
1127,P0938,Hydraulic Oil Temperature Sensor Range/Performance
1128,P0939,Hydraulic Oil Temperature Sensor Circuit Low
1129,P0940,Hydraulic Oil Temperature Sensor Circuit High
1130,P0941,Hydraulic Oil Temperature Sensor Circuit Intermittent
1131,P0942,Hydraulic Pressure Unit
1132,P0943,Hydraulic Pressure Unit Cycling Period Too Short
1133,P0944,Hydraulic Pressure Unit Loss of Pressure
1134,P0945,Hydraulic Pump Relay Circuit/Open
1135,P0946,Hydraulic Pump Relay Circuit Range/Performance
1136,P0947,Hydraulic Pump Relay Circuit Low
1137,P0948,Hydraulic Pump Relay Circuit High
1138,P0949,Auto Shift Manual Adaptive Learning Not Complete
1139,P0950,Auto Shift Manual Control Circuit
1140,P0951,Auto Shift Manual Control Circuit Range/Performance
1141,P0952,Auto Shift Manual Control Circuit Low
1142,P0953,Auto Shift Manual Control Circuit High
1143,P0954,Auto Shift Manual Control Circuit Intermittent
1144,P0955,Auto Shift Manual Mode Circuit
1145,P0956,Auto Shift Manual Mode Circuit Range/Performance
1146,P0957,Auto Shift Manual Mode Circuit Low
1147,P0958,Auto Shift Manual Mode Circuit High
1148,P0959,Auto Shift Manual Mode Circuit Intermittent
1149,P0960,Pressure Control Solenoid A Control Circuit/Open
1150,P0961,Pressure Control Solenoid A Control Circuit Range/Performance
1151,P0962,Pressure Control Solenoid A Control Circuit Low
1152,P0963,Pressure Control Solenoid A Control Circuit High
1153,P0964,Pressure Control Solenoid B Control Circuit/Open
1154,P0965,Pressure Control Solenoid B Control Circuit Range/Performance
1155,P0966,Pressure Control Solenoid B Control Circuit Low
1156,P0967,Pressure Control Solenoid B Control Circuit High
1157,P0968,Pressure Control Solenoid C Control Circuit/Open
1158,P0969,Pressure Control Solenoid C Control Circuit Range/Performance
1159,P0970,Pressure Control Solenoid C Control Circuit Low
1160,P0971,Pressure Control Solenoid C Control Circuit High
1161,P0972,Shift Solenoid A Control Circuit Range/Performance
1162,P0973,Shift Solenoid A Control Circuit Low
1163,P0974,Shift Solenoid A Control Circuit High
1164,P0975,Shift Solenoid B Control Circuit Range/Performance
1165,P0976,Shift Solenoid B Control Circuit Low
1166,P0977,Shift Solenoid B Control Circuit High
1167,P0978,Shift Solenoid C Control Circuit Range/Performance
1168,P0979,Shift Solenoid C Control Circuit Low
1169,P0980,Shift Solenoid C Control Circuit High
1170,P0981,Shift Solenoid D Control Circuit Range/Performance
1171,P0982,Shift Solenoid D Control Circuit Low
1172,P0983,Shift Solenoid D Control Circuit High
1173,P0984,Shift Solenoid E Control Circuit Range/Performance
1174,P0985,Shift Solenoid E Control Circuit Low
1175,P0986,Shift Solenoid E Control Circuit High
1176,P0987,Transmission Fluid Pressure Sensor/Switch E Circuit
1177,P0988,Transmission Fluid Pressure Sensor/Switch E Circuit Range/Performance
1178,P0989,Transmission Fluid Pressure Sensor/Switch E Circuit Low
1179,P0990,Transmission Fluid Pressure Sensor/Switch E Circuit High
1180,P0991,Transmission Fluid Pressure Sensor/Switch E Circuit Intermittent
1181,P0992,Transmission Fluid Pressure Sensor/Switch F Circuit
1182,P0993,Transmission Fluid Pressure Sensor/Switch F Circuit Range/Performance
1183,P0994,Transmission Fluid Pressure Sensor/Switch F Circuit Low
1184,P0995,Transmission Fluid Pressure Sensor/Switch F Circuit High
1185,P0996,Transmission Fluid Pressure Sensor/Switch F Circuit Intermittent
1186,P0997,Shift Solenoid F Control Circuit Range/Performance
1187,P0998,Shift Solenoid F Control Circuit Low
1188,P0999,Shift Solenoid F Control Circuit High
1189,P099A,Shift Solenoid G Control Circuit Range/Performance
1190,P099B,Shift Solenoid G Control Circuit Low
1191,P099C,Shift Solenoid G Control Circuit High
1192,P099D,Shift Solenoid H Control Circuit Range/Performance
1193,P099E,Shift Solenoid H Control Circuit Low
1194,P099F,Shift Solenoid H Control Circuit High
1195,P0A00,Motor Electronics Coolant Temperature Sensor Circuit
1196,P0A01,Motor Electronics Coolant Temperature Sensor Circuit Range/Performance
1197,P0A02,Motor Electronics Coolant Temperature Sensor Circuit Low
1198,P0A03,Motor Electronics Coolant Temperature Sensor Circuit High
1199,P0A04,Motor Electronics Coolant Temperature Sensor Circuit Intermittent
1200,P0A05,Motor Electronics Coolant Pump Control Circuit/Open
1201,P0A06,Motor Electronics Coolant Pump Control Circuit Low
1202,P0A07,Motor Electronics Coolant Pump Control Circuit High
1203,P0A08,DC/DC Converter Status Circuit
1204,P0A09,DC/DC Converter Status Circuit Low
1205,P0A0A,High Voltage System Inter-Lock Circuit
1206,P0A0B,High Voltage System Inter-Lock Circuit Performance
1207,P0A0C,High Voltage System Inter-Lock Circuit Low
1208,P0A0D,High Voltage System Inter-Lock Circuit High
1209,P0A0E,High Voltage System Inter-Lock Circuit Intermittent
1210,P0A0F,Engine Failed to Start
1211,P0A10,DC/DC Converter Status Circuit High
1212,P0A11,DC/DC Converter Enable Circuit/Open
1213,P0A12,DC/DC Converter Enable Circuit Low
1214,P0A13,DC/DC Converter Enable Circuit High
1215,P0A14,Engine Mount A Control Circuit/Open
1216,P0A15,Engine Mount A Control Circuit Low
1217,P0A16,Engine Mount A Control Circuit High
1218,P0A17,Motor Torque Sensor Circuit
1219,P0A18,Motor Torque Sensor Circuit Range/Performance
1220,P0A19,Motor Torque Sensor Circuit Low
1221,P0A1A,Generator Control Module
1222,P0A1B,Drive Motor A Control Module
1223,P0A1C,Drive Motor B Control Module
1224,P0A1D,Hybrid Powertrain Control Module
1225,P0A1E,Starter/Generator Control Module
1226,P0A1F,Battery Energy Control Module
1227,P0A20,Motor Torque Sensor Circuit High
1228,P0A21,Motor Torque Sensor Circuit Intermittent
1229,P0A22,Generator Torque Sensor Circuit
1230,P0A23,Generator Torque Sensor Circuit Range/Performance
1231,P0A24,Generator Torque Sensor Circuit Low
1232,P0A25,Generator Torque Sensor Circuit High
1233,P0A26,Generator Torque Sensor Circuit Intermittent
1234,P0A27,Hybrid Battery Power Off Circuit
1235,P0A28,Hybrid Battery Power Off Circuit Low
1236,P0A29,Hybrid Battery Power Off Circuit High
1237,P0A2A,Drive Motor A Temperature Sensor Circuit
1238,P0A2B,Drive Motor A Temperature Sensor Circuit Range/Performance
1239,P0A2C,Drive Motor A Temperature Sensor Circuit Low
1240,P0A2D,Drive Motor A Temperature Sensor Circuit High
1241,P0A2E,Drive Motor A Temperature Sensor Circuit Intermittent
1242,P0A2F,Drive Motor A Over Temperature
1243,P0A30,Drive Motor B Temperature Sensor Circuit
1244,P0A31,Drive Motor B Temperature Sensor Circuit Range/Performance
1245,P0A32,Drive Motor B Temperature Sensor Circuit Low
1246,P0A33,Drive Motor B Temperature Sensor Circuit High
1247,P0A34,Drive Motor B Temperature Sensor Circuit Intermittent
1248,P0A35,Drive Motor B Over Temperature
1249,P0A36,Generator Temperature Sensor Circuit
1250,P0A37,Generator Temperature Sensor Circuit Range/Performance
1251,P0A38,Generator Temperature Sensor Circuit Low
1252,P0A39,Generator Temperature Sensor Circuit High
1253,P0A3A,Generator Temperature Sensor Circuit Intermittent
1254,P0A3B,Generator Over Temperature
1255,P0A3C,Drive Motor A Inverter Over Temperature
1256,P0A3D,Drive Motor B Inverter Over Temperature
1257,P0A3E,Generator Inverter Over Temperature
1258,P0A3F,Drive Motor A Position Sensor Circuit
1259,P0A40,Drive Motor A Position Sensor Circuit Range/Performance
1260,P0A41,Drive Motor A Position Sensor Circuit Low
1261,P0A42,Drive Motor A Position Sensor Circuit High
1262,P0A43,Drive Motor A Position Sensor Circuit Intermittent
1263,P0A44,Drive Motor A Position Sensor Circuit Overspeed
1264,P0A45,Drive Motor B Position Sensor Circuit
1265,P0A46,Drive Motor B Position Sensor Circuit Range/Performance
1266,P0A47,Drive Motor B Position Sensor Circuit Low
1267,P0A48,Drive Motor B Position Sensor Circuit High
1268,P0A49,Drive Motor B Position Sensor Circuit Intermittent
1269,P0A4A,Drive Motor B Position Sensor Circuit Overspeed
1270,P0A4B,Generator Position Sensor Circuit
1271,P0A4C,Generator Position Sensor Circuit Range/Performance
1272,P0A4D,Generator Position Sensor Circuit Low
1273,P0A4E,Generator Position Sensor Circuit High
1274,P0A4F,Generator Position Sensor Circuit Intermittent
1275,P0A50,Generator Position Sensor Circuit Overspeed
1276,P0A51,Drive Motor A Current Sensor Circuit
1277,P0A52,Drive Motor A Current Sensor Circuit Range/Performance
1278,P0A53,Drive Motor A Current Sensor Circuit Low
1279,P0A54,Drive Motor A Current Sensor Circuit High
1280,P0A55,Drive Motor B Current Sensor Circuit
1281,P0A56,Drive Motor B Current Sensor Circuit Range/Performance
1282,P0A57,Drive Motor B Current Sensor Circuit Low
1283,P0A58,Drive Motor B Current Sensor Circuit High
1284,P0A59,Generator Current Sensor Circuit
1285,P0A5A,Generator Current Sensor Circuit Range/Performance
1286,P0A5B,Generator Current Sensor Circuit Low
1287,P0A5C,Generator Current Sensor Circuit High
1288,P0A5D,Drive Motor A Phase U Current
1289,P0A5E,Drive Motor A Phase U Current Low
1290,P0A5F,Drive Motor A Phase U Current High
1291,P0A60,Drive Motor A Phase V Current
1292,P0A61,Drive Motor A Phase V Current Low
1293,P0A62,Drive Motor A Phase V Current High
1294,P0A63,Drive Motor A Phase W Current
1295,P0A64,Drive Motor A Phase W Current Low
1296,P0A65,Drive Motor A Phase W Current High
1297,P0A66,Drive Motor B Phase U Current
1298,P0A67,Drive Motor B Phase U Current Low
1299,P0A68,Drive Motor B Phase U Current High
1300,P0A69,Drive Motor B Phase V Current
1301,P0A6A,Drive Motor B Phase V Current Low
1302,P0A6B,Drive Motor B Phase V Current High
1303,P0A6C,Drive Motor B Phase W Current
1304,P0A6D,Drive Motor B Phase W Current Low
1305,P0A6E,Drive Motor B Phase W Current High
1306,P0A6F,Generator Phase U Current
1307,P0A70,Generator Phase U Current Low
1308,P0A71,Generator Phase U Current High
1309,P0A72,Generator Phase V Current
1310,P0A73,Generator Phase V Current Low
1311,P0A74,Generator Phase V Current High
1312,P0A75,Generator Phase W Current
1313,P0A76,Generator Phase W Current Low
1314,P0A77,Generator Phase W Current High
1315,P0A78,Drive Motor A Inverter Performance
1316,P0A79,Drive Motor B Inverter Performance
1317,P0A7A,Generator Inverter Performance
1318,P0A7B,Battery Energy Control Module Requested MIL Illumination
1319,P0A7C,Motor Electronics Over Temperature
1320,P0A7D,Hybrid Battery Pack State of Charge Low
1321,P0A7E,Hybrid Battery Pack Over Temperature
1322,P0A7F,Hybrid Battery Pack Deterioration
1323,P0A80,Replace Hybrid Battery Pack
1324,P0A81,Hybrid Battery Pack Cooling Fan 1 Control Circuit/Open
1325,P0A82,Hybrid Battery Pack Cooling Fan 1 Performance/Stuck Off
1326,P0A83,Hybrid Battery Pack Cooling Fan 1 Stuck On
1327,P0A84,Hybrid Battery Pack Cooling Fan 1 Control Circuit Low
1328,P0A85,Hybrid Battery Pack Cooling Fan 1 Control Circuit High
1329,P0A86,14 Volt Power Module Current Sensor Circuit
1330,P0A87,14 Volt Power Module Current Sensor Circuit Range/Performance
1331,P0A88,14 Volt Power Module Current Sensor Circuit Low
1332,P0A89,14 Volt Power Module Current Sensor Circuit High
1333,P0A8A,14 Volt Power Module Current Sensor Circuit Intermittent
1334,P0A8B,14 Volt Power Module System Voltage
1335,P0A8C,14 Volt Power Module System Voltage Unstable
1336,P0A8D,14 Volt Power Module System Voltage Low
1337,P0A8E,14 Volt Power Module System Voltage High
1338,P0A8F,14 Volt Power Module System Performance
1339,P0A90,Drive Motor A Performance
1340,P0A91,Drive Motor B Performance
1341,P0A92,Hybrid Generator Performance
1342,P0A93,Inverter Cooling System Performance
1343,P0A94,DC/DC Converter Performance
1344,P0A95,High Voltage Fuse
1345,P0A96,Hybrid Battery Pack Cooling Fan 2 Control Circuit
1346,P0A97,Hybrid Battery Pack Cooling Fan 2 Performance/Stuck Off
1347,P0A98,Hybrid Battery Pack Cooling Fan 2 Stuck On
1348,P0A99,Hybrid Battery Pack Cooling Fan 2 Control Circuit Low
1349,P0A9A,Hybrid Battery Pack Cooling Fan 2 Control Circuit High
1350,P0A9B,Hybrid Battery Temperature Sensor A Circuit
1351,P0A9C,Hybrid Battery Temperature Sensor A Range/Performance
1352,P0A9D,Hybrid Battery Temperature Sensor A Circuit Low
1353,P0A9E,Hybrid Battery Temperature Sensor A Circuit High
1354,P0A9F,Hybrid Battery Temperature Sensor A Circuit Intermittent/Erratic
1355,P0AA0,Hybrid Battery Positive Contactor Circuit
1356,P0AA1,Hybrid Battery Positive Contactor Circuit Stuck Closed
1357,P0AA2,Hybrid Battery Positive Contactor Circuit Stuck Open
1358,P0AA3,Hybrid Battery Negative Contactor Circuit
1359,P0AA4,Hybrid Battery Negative Contactor Circuit Stuck Closed
1360,P0AA5,Hybrid Battery Negative Contactor Circuit Stuck Open
1361,P0AA6,Hybrid Battery Voltage System Isolation Fault
1362,P0AA7,Hybrid Battery Voltage Isolation Sensor Circuit
1363,P0AA8,Hybrid Battery Voltage Isolation Sensor Circuit Range/Performance
1364,P0AA9,Hybrid Battery Voltage Isolation Sensor Circuit Low
1365,P0AAA,Hybrid Battery Voltage Isolation Sensor Circuit High
1366,P0AAB,Hybrid Battery Voltage Isolation Sensor Circuit Intermittent/Erratic
1367,P0AAC,Hybrid Battery Pack Air Temperature Sensor A Circuit
1368,P0AAD,Hybrid Battery Pack Air Temperature Sensor A Circuit Range/Performance
1369,P0AAE,Hybrid Battery Pack Air Temperature Sensor A Circuit Low
1370,P0AAF,Hybrid Battery Pack Air Temperature Sensor A Circuit High
1371,P0AB0,Hybrid Battery Pack Air Temperature Sensor A Circuit Intermittent/Erratic
1372,P0AB1,Hybrid Battery Pack Air Temperature Sensor B Circuit
1373,P0AB2,Hybrid Battery Pack Air Temperature Sensor B Circuit Range/Performance
1374,P0AB3,Hybrid Battery Pack Air Temperature Sensor B Circuit Low
1375,P0AB4,Hybrid Battery Pack Air Temperature Sensor B Circuit High
1376,P0AB5,Hybrid Battery Pack Air Temperature Sensor B Circuit Intermittent/Erratic
1377,P0AB6,Engine Mount B Control Circuit/Open
1378,P0AB7,Engine Mount B Control Circuit Low
1379,P0AB8,Engine Mount B Control Circuit High
1380,P0AB9,Hybrid System Performance
1381,P0ABA,Hybrid Battery Pack Voltage Sense Circuit
1382,P0ABB,Hybrid Battery Pack Voltage Sense Circuit Range/Performance
1383,P0ABC,Hybrid Battery Pack Voltage Sense Circuit Low
1384,P0ABD,Hybrid Battery Pack Voltage Sense Circuit High
1385,P0ABE,Hybrid Battery Pack Voltage Sense Circuit Intermittent/Erratic
1386,P0ABF,Hybrid Battery Pack Current Sensor Circuit
1387,P0AC0,Hybrid Battery Pack Current Sensor Circuit Range/Performance
1388,P0AC1,Hybrid Battery Pack Current Sensor Circuit Low
1389,P0AC2,Hybrid Battery Pack Current Sensor Circuit High
1390,P0AC3,Hybrid Battery Pack Current Sensor Circuit Intermittent/Erratic
1391,P0AC4,Hybrid Powertrain Control Module Requested MIL Illumination
1392,P0AC5,Hybrid Battery Temperature Sensor B Circuit
1393,P0AC6,Hybrid Battery Temperature Sensor B Range/Performance
1394,P0AC7,Hybrid Battery Temperature Sensor B Circuit Low
1395,P0AC8,Hybrid Battery Temperature Sensor B Circuit High
1396,P0AC9,Hybrid Battery Temperature Sensor B Circuit Intermittent/Erratic
1397,P0ACA,Hybrid Battery Temperature Sensor C Circuit
1398,P0ACB,Hybrid Battery Temperature Sensor C Range/Performance
1399,P0ACC,Hybrid Battery Temperature Sensor C Circuit Low
1400,P0ACD,Hybrid Battery Temperature Sensor C Circuit High
1401,P0ACE,Hybrid Battery Temperature Sensor C Circuit Intermittent/Erratic
1402,P0ACF,Hybrid Battery Pack Cooling Fan 3 Control Circuit
1403,P0AD0,Hybrid Battery Pack Cooling Fan 3 Performance/Stuck Off
1404,P0AD1,Hybrid Battery Pack Cooling Fan 3 Stuck On
1405,P0AD2,Hybrid Battery Pack Cooling Fan 3 Control Circuit Low
1406,P0AD3,Hybrid Battery Pack Cooling Fan 3 Control Circuit High
1407,P0AD4,Hybrid Battery Pack Air Flow System Insufficient Air Flow
1408,P0AD5,Hybrid Battery Pack Air Flow Valve A Control Circuit/Open
1409,P0AD6,Hybrid Battery Pack Air Flow Valve A Control Circuit Range/Performance
1410,P0AD7,Hybrid Battery Pack Air Flow Valve A Control Circuit Low
1411,P0AD8,Hybrid Battery Pack Air Flow Valve A Control Circuit High
1412,P0AD9,Hybrid Battery Positive Contactor Control Circuit/Open
1413,P0ADA,Hybrid Battery Positive Contactor Control Circuit Range/Performance
1414,P0ADB,Hybrid Battery Positive Contactor Control Circuit Low
1415,P0ADC,Hybrid Battery Positive Contactor Control Circuit High
1416,P0ADD,Hybrid Battery Negative Contactor Control Circuit/Open
1417,P0ADE,Hybrid Battery Negative Contactor Control Circuit Range/Performance
1418,P0ADF,Hybrid Battery Negative Contactor Control Circuit Low
1419,P0AE0,Hybrid Battery Negative Contactor Control Circuit High
1420,P0AE1,Hybrid Battery Precharge Contactor Circuit
1421,P0AE2,Hybrid Battery Precharge Contactor Circuit Stuck Closed
1422,P0AE3,Hybrid Battery Precharge Contactor Circuit Stuck Open
1423,P0AE4,Hybrid Battery Precharge Contactor Control Circuit
1424,P0AE5,Hybrid Battery Precharge Contactor Control Circuit Range/Performance
1425,P0AE6,Hybrid Battery Precharge Contactor Control Circuit Low
1426,P0AE7,Hybrid Battery Precharge Contactor Control Circuit High
1427,P0AE8,Hybrid Battery Temperature Sensor D Circuit
1428,P0AE9,Hybrid Battery Temperature Sensor D Range/Performance
1429,P0AEA,Hybrid Battery Temperature Sensor D Circuit Low
1430,P0AEB,Hybrid Battery Temperature Sensor D Circuit High
1431,P0AEC,Hybrid Battery Temperature Sensor D Circuit Intermittent/Erratic
1432,P0AED,Drive Motor Inverter Temperature Sensor A Circuit
1433,P0AEE,Drive Motor Inverter Temperature Sensor A Circuit Range/Performance
1434,P0AEF,Drive Motor Inverter Temperature Sensor A Circuit Low
1435,P0AF0,Drive Motor Inverter Temperature Sensor A Circuit High
1436,P0AF1,Drive Motor Inverter Temperature Sensor A Circuit Intermittent/Erratic
1437,P0AF2,Drive Motor Inverter Temperature Sensor B Circuit
1438,P0AF3,Drive Motor Inverter Temperature Sensor B Circuit Range/Performance
1439,P0AF4,Drive Motor Inverter Temperature Sensor B Circuit Low
1440,P0AF5,Drive Motor Inverter Temperature Sensor B Circuit High
1441,P0AF6,Drive Motor Inverter Temperature Sensor B Circuit Intermittent/Erratic
1442,P0AF7,14 Volt Power Module Internal Temperature Too High
1443,P0AF8,Hybrid Battery System Voltage
1444,P0AF9,Hybrid Battery System Voltage Unstable
1445,P0AFA,Hybrid Battery System Voltage Low
1446,P0AFB,Hybrid Battery System Voltage High
1447,P0B00,Auxiliary Transmission Fluid Pump Motor Phase U Current
1448,P0B01,Auxiliary Transmission Fluid Pump Motor Phase U Current Low
1449,P0B02,Auxiliary Transmission Fluid Pump Motor Phase U Current High
1450,P0B03,Auxiliary Transmission Fluid Pump Motor Phase V Current
1451,P0B04,Auxiliary Transmission Fluid Pump Motor Phase V Current Low
1452,P0B05,Auxiliary Transmission Fluid Pump Motor Phase V Current High
1453,P0B06,Auxiliary Transmission Fluid Pump Motor Phase W Current
1454,P0B07,Auxiliary Transmission Fluid Pump Motor Phase W Current Low
1455,P0B08,Auxiliary Transmission Fluid Pump Motor Phase W Current High
1456,P0B09,Auxiliary Transmission Fluid Pump Motor Supply Voltage Circuit/Open
1457,P0B0A,Auxiliary Transmission Fluid Pump Motor Supply Voltage Circuit Low
1458,P0B0B,Auxiliary Transmission Fluid Pump Motor Supply Voltage Circuit High
1459,P0B0C,Auxiliary Transmission Fluid Pump Hydraulic Leakage
1460,P0B0D,Auxiliary Transmission Fluid Pump Motor Control Module
1461,P0B12,Ignition Coil A Primarg Control Circuit High
1462,P0B56,Camshaft Position A Actuator Bank 1 Circuit Low
1463,P0B89,Invalid Data Rcvd From Ctrl Module Instrument Cluster
1464,P0D11,EVAP Emission Purge Flow Sensor CKT Intermittent
1465,P0FFF,Time Reference High Res Signal A Erratic Pulses
